ClassNumber,Mnemonic,Number,Section,Title
16440,CE,4995,6,Civil Engineering Research
16484,CE,4995,7,Civil Engineering Research
16486,CE,4995,8,Civil Engineering Research
16582,CE,4995,9,Civil Engineering Research
16583,CE,4995,10,Civil Engineering Research
16616,CE,4995,11,Civil Engineering Research
17413,CE,4995,12,Civil Engineering Research
16768,CE,5020,1,Introduction to Geographic Information Systems
19415,CE,5020,600,Introduction to Geographic Information Systems
19417,CE,5310,1,Prestressed Concrete Design
15850,CE,5400,1,Traffic Operations
17151,CE,5500,1,Special Topics in Civil Engineering
19416,CE,5500,2,Special Topics in Civil Engineering
19532,CE,5500,3,Special Topics in Civil Engineering
21843,CE,5500,600,Special Topics in Civil Engineering
20343,CE,6220,1,Water Chemistry
19410,CE,6250,1,Environmental Systems Modeling & Management
19411,CE,6250,600,Environmental Systems Modeling & Management
17153,CE,6470,1,Transport Economics & Finance
20158,CE,6470,600,Transport Economics & Finance
19433,CE,6500,1,Special Topics in Civil Engineering
22165,CE,6555,1,Special Topics in Distance Learning
19419,CE,6710,1,Advanced Mechanics of Materials
16415,CE,6720,1,Continuum Mechanics
15852,CE,6993,1,Independent Study
16829,CE,6993,13,Independent Study
15853,CE,6995,1,Supervised Project Research
16276,CE,6995,2,Supervised Project Research
16292,CE,6995,3,Supervised Project Research
16293,CE,6995,4,Supervised Project Research
16294,CE,6995,5,Supervised Project Research
16441,CE,6995,6,Supervised Project Research
16503,CE,6995,7,Supervised Project Research
16523,CE,6995,8,Supervised Project Research
16524,CE,6995,9,Supervised Project Research
16721,CE,6995,10,Supervised Project Research
16835,CE,6995,11,Supervised Project Research
16836,CE,6995,12,Supervised Project Research
16837,CE,6995,13,Supervised Project Research
16838,CE,6995,14,Supervised Project Research
16839,CE,6995,15,Supervised Project Research
16840,CE,6995,16,Supervised Project Research
16879,CE,6995,17,Supervised Project Research
16890,CE,6995,18,Supervised Project Research
20654,CE,6995,19,Supervised Project Research
16413,CE,7001,1,Graduate Seminar
19639,CE,7993,19,Independent Research in CE
16296,CE,8001,1,Graduate Teaching Instruction
16297,CE,8001,2,Graduate Teaching Instruction
16316,CE,8001,3,Graduate Teaching Instruction
16333,CE,8001,4,Graduate Teaching Instruction
16334,CE,8001,5,Graduate Teaching Instruction
16335,CE,8001,6,Graduate Teaching Instruction
16336,CE,8001,7,Graduate Teaching Instruction
16337,CE,8001,8,Graduate Teaching Instruction
16338,CE,8001,9,Graduate Teaching Instruction
16339,CE,8001,10,Graduate Teaching Instruction
16451,CE,8001,11,Graduate Teaching Instruction
16452,CE,8001,12,Graduate Teaching Instruction
16453,CE,8001,13,Graduate Teaching Instruction
16508,CE,8001,14,Graduate Teaching Instruction
16520,CE,8001,15,Graduate Teaching Instruction
16521,CE,8001,16,Graduate Teaching Instruction
22176,CE,8001,18,Graduate Teaching Instruction
17106,CE,8999,1,Thesis
16033,CE,8999,2,Thesis
16268,CE,8999,3,Thesis
16269,CE,8999,4,Thesis
16270,CE,8999,5,Thesis
17390,CE,8999,6,Thesis
16271,CE,8999,8,Thesis
16272,CE,8999,9,Thesis
16273,CE,8999,10,Thesis
16274,CE,8999,11,Thesis
16275,CE,8999,12,Thesis
16592,CE,8999,13,Thesis
16286,CE,8999,14,Thesis
16288,CE,8999,15,Thesis
16289,CE,8999,16,Thesis
16290,CE,8999,18,Thesis
16597,CE,8999,19,Thesis
16291,CE,8999,20,Thesis
16364,CE,8999,21,Thesis
16509,CE,8999,22,Thesis
16527,CE,8999,23,Thesis
16528,CE,8999,24,Thesis
16857,CE,8999,25,Thesis
16888,CE,8999,26,Thesis
17392,CE,9999,1,Dissertation
16599,CE,9999,2,Dissertation
16277,CE,9999,3,Dissertation
16278,CE,9999,4,Dissertation
16279,CE,9999,5,Dissertation
17391,CE,9999,6,Dissertation
16593,CE,9999,8,Dissertation
16598,CE,9999,9,Dissertation
16280,CE,9999,10,Dissertation
16281,CE,9999,11,Dissertation
16282,CE,9999,12,Dissertation
16283,CE,9999,13,Dissertation
16284,CE,9999,14,Dissertation
16285,CE,9999,15,Dissertation
16287,CE,9999,16,Dissertation
16311,CE,9999,17,Dissertation
16529,CE,9999,18,Dissertation
16530,CE,9999,19,Dissertation
16822,CE,9999,20,Dissertation
16889,CE,9999,21,Dissertation
17393,CE,9999,22,Dissertation
18674,CELL,5950,1,Journal Survey in Cell & Developmental Biology
19046,CELL,8450,1,Effective Science Writing for Grants and Fellowships
19159,CELL,8450,2,Effective Science Writing for Grants and Fellowships
18675,CELL,9030,1,Research in Cell Biology
19071,CELL,9999,1,Non-Topical Research
21879,CELL,9999,2,Non-Topical Research
21880,CELL,9999,3,Non-Topical Research
21881,CELL,9999,4,Non-Topical Research
18967,CELL,9999,5,Non-Topical Research
19107,CELL,9999,7,Non-Topical Research
19258,CELL,9999,8,Non-Topical Research
20063,CELL,9999,9,Non-Topical Research
20064,CELL,9999,10,Non-Topical Research
20065,CELL,9999,11,Non-Topical Research
20066,CELL,9999,12,Non-Topical Research
15873,CHE,2215,100,Material and Energy Balances
15874,CHE,2215,101,Material and Energy Balances
20334,CHE,2246,1,Introduction to Biotechnology
15875,CHE,3316,1,Chemical Thermodynamics and Staged Unit Operations
15876,CHE,3321,1,Transport Processes I: Momentum Transfer
15877,CHE,4438,1,"Process Synthesis, Modeling, and Control"
16772,CHE,4449,1,Polymer Chemistry and Engineering
20357,CHE,4456,1,Bioproduct and Bioprocess Engineering
15878,CHE,4491,100,Chemical Engineering Laboratory II
16002,CHE,4491,101,Chemical Engineering Laboratory II
16003,CHE,4491,102,Chemical Engineering Laboratory II
16928,CHE,4491,103,Chemical Engineering Laboratory II
17154,CHE,4561,1,Special Topics in Chemical Engineering
22291,CHE,4561,2,Special Topics in Chemical Engineering
16156,CHE,4995,1,Chemical Engineering Research
16034,CHE,4995,2,Chemical Engineering Research
16035,CHE,4995,3,Chemical Engineering Research
16152,CHE,4995,4,Chemical Engineering Research
16153,CHE,4995,5,Chemical Engineering Research
16591,CHE,4995,6,Chemical Engineering Research
16154,CHE,4995,7,Chemical Engineering Research
16155,CHE,4995,8,Chemical Engineering Research
17156,CHE,4995,9,Chemical Engineering Research
16731,CHE,4995,10,Chemical Engineering Research
16548,CHE,4995,11,Chemical Engineering Research
16880,CHE,4995,12,Chemical Engineering Research
16929,CHE,4995,13,Chemical Engineering Research
17157,CHE,4995,14,Chemical Engineering Research
17158,CHE,4995,15,Chemical Engineering Research
17442,CHE,4995,16,Chemical Engineering Research
20897,CHE,4995,17,Chemical Engineering Research
22342,CHE,4995,18,Chemical Engineering Research
22471,CHE,4995,19,Chemical Engineering Research
20373,CHE,5456,1,Bioproduct & Bioprocess Eng
17024,CHE,5561,1,Special Topics in Chemical Engineering
17155,CHE,5561,2,Special Topics in Chemical Engineering
16884,CHE,6438,1,Process Control and Dynamics
16771,CHE,6449,1,Polymer Chemistry and Engineering
15879,CHE,6615,1,Advanced Thermodynamics
16930,CHE,6625,1,Transport Processes
18503,CHE,6665,1,Techniques for Chemical Engineering Analysis and Design
18510,CHE,6665,600,Techniques for Chemical Engineering Analysis and Design
15880,CHE,7796,1,Graduate Seminar
16854,CHE,7995,1,Supervised Project Research
17368,CHE,7995,2,Supervised Project Research
18502,CHE,8819,1,Advanced Chemical Engineering Kinetics and Reaction Engineering
16242,CHE,8897,1,Graduate Teaching Instruction
15881,CHE,8998,1,Master's Research
16110,CHE,8998,2,Master's Research
16713,CHE,8998,3,Master's Research
16111,CHE,8998,4,Master's Research
16112,CHE,8998,5,Master's Research
21221,CHE,8998,6,Master's Research
16715,CHE,8998,7,Master's Research
16113,CHE,8998,8,Master's Research
16500,CHE,8998,9,Master's Research
16714,CHE,8998,10,Master's Research
17022,CHE,8998,11,Master's Research
17107,CHE,8998,12,Master's Research
17109,CHE,8998,13,Master's Research
16243,CHE,9897,1,Graduate Teaching Instruction
16044,CHE,9999,2,Dissertation Research
16114,CHE,9999,3,Dissertation Research
16115,CHE,9999,4,Dissertation Research
16711,CHE,9999,5,Dissertation Research
16116,CHE,9999,6,Dissertation Research
16117,CHE,9999,7,Dissertation Research
16118,CHE,9999,8,Dissertation Research
16712,CHE,9999,10,Dissertation Research
16716,CHE,9999,11,Dissertation Research
17023,CHE,9999,12,Dissertation Research
17108,CHE,9999,13,Dissertation Research
17110,CHE,9999,14,Dissertation Research
21220,CHE,9999,15,Dissertation Research
20489,CHEM,1410,92,Introductory College Chemistry I
20490,CHEM,1410,93,Introductory College Chemistry I
20491,CHEM,1410,94,Introductory College Chemistry I
13184,CHEM,1410,95,Introductory College Chemistry I
13977,CHEM,1410,96,Introductory College Chemistry I
13976,CHEM,1410,97,Introductory College Chemistry I
10068,CHEM,1410,98,Introductory College Chemistry I
10069,CHEM,1410,100,Introductory College Chemistry I
10071,CHEM,1410,101,Introductory College Chemistry I
11673,CHEM,1410,102,Introductory College Chemistry I
10072,CHEM,1410,103,Introductory College Chemistry I
13595,CHEM,1410,105,Introductory College Chemistry I
13596,CHEM,1410,106,Introductory College Chemistry I
13597,CHEM,1410,107,Introductory College Chemistry I
13599,CHEM,1410,109,Introductory College Chemistry I
13601,CHEM,1410,111,Introductory College Chemistry I
10920,CHEM,1411,3,Introductory College Chemistry I Laboratory
10921,CHEM,1411,4,Introductory College Chemistry I Laboratory
10922,CHEM,1411,5,Introductory College Chemistry I Laboratory
10923,CHEM,1411,6,Introductory College Chemistry I Laboratory
10924,CHEM,1411,7,Introductory College Chemistry I Laboratory
10925,CHEM,1411,8,Introductory College Chemistry I Laboratory
12383,CHEM,1411,9,Introductory College Chemistry I Laboratory
12384,CHEM,1411,10,Introductory College Chemistry I Laboratory
13603,CHEM,1411,11,Introductory College Chemistry I Laboratory
13604,CHEM,1411,12,Introductory College Chemistry I Laboratory
12225,CHEM,1411,13,Introductory College Chemistry I Laboratory
12226,CHEM,1411,14,Introductory College Chemistry I Laboratory
10926,CHEM,1411,15,Introductory College Chemistry I Laboratory
10927,CHEM,1411,16,Introductory College Chemistry I Laboratory
10928,CHEM,1411,17,Introductory College Chemistry I Laboratory
10929,CHEM,1411,18,Introductory College Chemistry I Laboratory
10930,CHEM,1411,19,Introductory College Chemistry I Laboratory
10931,CHEM,1411,20,Introductory College Chemistry I Laboratory
10932,CHEM,1411,21,Introductory College Chemistry I Laboratory
10933,CHEM,1411,22,Introductory College Chemistry I Laboratory
10934,CHEM,1411,23,Introductory College Chemistry I Laboratory
10935,CHEM,1411,24,Introductory College Chemistry I Laboratory
10936,CHEM,1411,25,Introductory College Chemistry I Laboratory
10939,CHEM,1411,28,Introductory College Chemistry I Laboratory
10940,CHEM,1411,29,Introductory College Chemistry I Laboratory
10941,CHEM,1411,30,Introductory College Chemistry I Laboratory
10942,CHEM,1411,31,Introductory College Chemistry I Laboratory
10943,CHEM,1411,32,Introductory College Chemistry I Laboratory
10944,CHEM,1411,33,Introductory College Chemistry I Laboratory
10945,CHEM,1411,34,Introductory College Chemistry I Laboratory
12227,CHEM,1411,35,Introductory College Chemistry I Laboratory
12228,CHEM,1411,36,Introductory College Chemistry I Laboratory
13239,CHEM,1411,37,Introductory College Chemistry I Laboratory
13240,CHEM,1411,38,Introductory College Chemistry I Laboratory
20218,CHEM,1411,39,Introductory College Chemistry I Laboratory
20219,CHEM,1411,40,Introductory College Chemistry I Laboratory
20220,CHEM,1411,41,Introductory College Chemistry I Laboratory
20222,CHEM,1411,42,Introductory College Chemistry I Laboratory
12763,CHEM,1500,1,Chemistry for Health Sciences
10073,CHEM,1610,1,Introductory Chemistry I for Engineers
10074,CHEM,1610,3,Introductory Chemistry I for Engineers
20867,CHEM,1610,92,Introductory Chemistry I for Engineers
20868,CHEM,1610,93,Introductory Chemistry I for Engineers
20869,CHEM,1610,94,Introductory Chemistry I for Engineers
20870,CHEM,1610,95,Introductory Chemistry I for Engineers
20871,CHEM,1610,96,Introductory Chemistry I for Engineers
20872,CHEM,1610,97,Introductory Chemistry I for Engineers
13049,CHEM,1610,101,Introductory Chemistry I for Engineers
13050,CHEM,1610,102,Introductory Chemistry I for Engineers
13051,CHEM,1610,103,Introductory Chemistry I for Engineers
13610,CHEM,1610,105,Introductory Chemistry I for Engineers
13611,CHEM,1610,106,Introductory Chemistry I for Engineers
13612,CHEM,1610,107,Introductory Chemistry I for Engineers
13614,CHEM,1610,109,Introductory Chemistry I for Engineers
13616,CHEM,1610,111,Introductory Chemistry I for Engineers
10991,CHEM,1611,101,Introductory Chemistry I for Engineers Laboratory
10992,CHEM,1611,102,Introductory Chemistry I for Engineers Laboratory
10993,CHEM,1611,103,Introductory Chemistry I for Engineers Laboratory
10994,CHEM,1611,104,Introductory Chemistry I for Engineers Laboratory
10995,CHEM,1611,105,Introductory Chemistry I for Engineers Laboratory
10996,CHEM,1611,106,Introductory Chemistry I for Engineers Laboratory
12288,CHEM,1611,107,Introductory Chemistry I for Engineers Laboratory
12289,CHEM,1611,108,Introductory Chemistry I for Engineers Laboratory
12229,CHEM,1611,109,Introductory Chemistry I for Engineers Laboratory
12230,CHEM,1611,110,Introductory Chemistry I for Engineers Laboratory
10997,CHEM,1611,111,Introductory Chemistry I for Engineers Laboratory
10998,CHEM,1611,112,Introductory Chemistry I for Engineers Laboratory
10999,CHEM,1611,113,Introductory Chemistry I for Engineers Laboratory
11000,CHEM,1611,114,Introductory Chemistry I for Engineers Laboratory
11001,CHEM,1611,115,Introductory Chemistry I for Engineers Laboratory
11002,CHEM,1611,116,Introductory Chemistry I for Engineers Laboratory
11003,CHEM,1611,117,Introductory Chemistry I for Engineers Laboratory
11004,CHEM,1611,118,Introductory Chemistry I for Engineers Laboratory
11005,CHEM,1611,119,Introductory Chemistry I for Engineers Laboratory
11006,CHEM,1611,120,Introductory Chemistry I for Engineers Laboratory
11007,CHEM,1611,121,Introductory Chemistry I for Engineers Laboratory
11008,CHEM,1611,122,Introductory Chemistry I for Engineers Laboratory
11009,CHEM,1611,123,Introductory Chemistry I for Engineers Laboratory
11010,CHEM,1611,124,Introductory Chemistry I for Engineers Laboratory
12275,CHEM,1611,125,Introductory Chemistry I for Engineers Laboratory
12276,CHEM,1611,126,Introductory Chemistry I for Engineers Laboratory
12286,CHEM,1611,127,Introductory Chemistry I for Engineers Laboratory
12287,CHEM,1611,128,Introductory Chemistry I for Engineers Laboratory
14189,CHEM,1611,131,Introductory Chemistry I for Engineers Laboratory
14190,CHEM,1611,132,Introductory Chemistry I for Engineers Laboratory
20245,CHEM,1611,133,Introductory Chemistry I for Engineers Laboratory
20246,CHEM,1611,134,Introductory Chemistry I for Engineers Laboratory
20247,CHEM,1611,135,Introductory Chemistry I for Engineers Laboratory
10076,CHEM,1810,100,Principles of Chemical Structure (Accelerated)
10077,CHEM,1810,101,Principles of Chemical Structure (Accelerated)
12388,CHEM,1811,1,Principles of Chemical Structure Laboratory (Accelerated)
12389,CHEM,1811,2,Principles of Chemical Structure Laboratory (Accelerated)
12390,CHEM,1811,3,Principles of Chemical Structure Laboratory (Accelerated)
12481,CHEM,2311,101,Organic Chem Lab I for Non-Chemistry Majors/Minors
12482,CHEM,2311,102,Organic Chem Lab I for Non-Chemistry Majors/Minors
12483,CHEM,2311,103,Organic Chem Lab I for Non-Chemistry Majors/Minors
12484,CHEM,2311,104,Organic Chem Lab I for Non-Chemistry Majors/Minors
13618,CHEM,2311,105,Organic Chem Lab I for Non-Chemistry Majors/Minors
13619,CHEM,2311,106,Organic Chem Lab I for Non-Chemistry Majors/Minors
18576,CHEM,2311,107,Organic Chem Lab I for Non-Chemistry Majors/Minors
18577,CHEM,2311,108,Organic Chem Lab I for Non-Chemistry Majors/Minors
18578,CHEM,2311,109,Organic Chem Lab I for Non-Chemistry Majors/Minors
18579,CHEM,2311,110,Organic Chem Lab I for Non-Chemistry Majors/Minors
10078,CHEM,2410,100,Organic Chemistry I
10079,CHEM,2410,101,Organic Chemistry I
12867,CHEM,2410,200,Organic Chemistry I
12868,CHEM,2410,201,Organic Chemistry I
13620,CHEM,2410,600,Organic Chemistry I
13906,CHEM,2410,601,Organic Chemistry I
10081,CHEM,2411,2,Organic Chemistry I Laboratory
18580,CHEM,2411,3,Organic Chemistry I Laboratory
18581,CHEM,2411,4,Organic Chemistry I Laboratory
18583,CHEM,2411,6,Organic Chemistry I Laboratory
18584,CHEM,2411,7,Organic Chemistry I Laboratory
18585,CHEM,2411,8,Organic Chemistry I Laboratory
20216,CHEM,2411,10,Organic Chemistry I Laboratory
10082,CHEM,2810,100,Principles of Organic & Bioorganic Chemistry
10083,CHEM,2810,101,Principles of Organic & Bioorganic Chemistry
